Country,R&D_Expenditure,Patent_Applications
Malta,-0.21973255859905286,0.5489376377833086
Mauritania,-0.22697255891394494,0.01926667678917118
Mauritius,-0.22426103772389042,1.4024769715406318
Mexico,0.04113635981808252,-0.3486947592983659
Moldova,-0.2236852591765414,0.42919742444979303
Mongolia,-0.22396497775686106,0.8556866731008903
Montenegro,-0.22354520838575603,2.6013697338197144
Morocco,-0.11949385418643166,0.7171791116315968
Mozambique,-0.22482966691455397,-2.0180457057079533
Myanmar,-0.22522454120434343,-0.16493862530757752
Namibia,-0.2245047541866153,0.021463268316664282
Nepal,-0.2056170474931448,0.4238072207919391
Netherlands,0.2107302074341095,0.16105946643679103
New Zealand,-0.10968289414060499,0.06427053266698915
Nicaragua,-0.22678131362260817,-0.439858074017804
Niger,-0.2263713746169457,-1.6075823525253932
Nigeria,-0.1072010460340717,-0.3086198353311749
North Macedonia,-0.22051643449278305,-0.4190885470492947
Norway,-0.04769631200534642,-0.05074458657704856
Oman,-0.2070350457914609,0.6488670607130608
Pakistan,0.06176199852154473,-0.8803627818169651
Palau,-0.2272281484154511,0.587221767664633
Panama,-0.22250867933344415,1.2576224567269747
Papua New Guinea,-0.2262466438762007,-1.83586689438956
Paraguay,-0.2246463369824047,0.43747617456943205
Peru,-0.1687756464903291,0.27464428855690864
Philippines,-0.17673530615586566,0.9059611758445778
Poland,0.24975777957768017,0.5590421710034399
Portugal,0.02320756059005291,0.34699116471001024
Qatar,-0.19348331252703693,1.7686524309119604
Republic of the Congo,-0.22615651091513012,-0.4490745595512126
Romania,-0.07832696472181276,0.16226046249994044
Russia,0.8483067726358174,1.6211657081844952
Rwanda,-0.22280461163338983,-0.9344682097497125
Saint Kitts and Nevis,-0.2268142517301949,0.19098648365203463
Saint Lucia,-0.22725061782217695,-0.48220722830648793
Saint Vincent and the Grenadines,-0.22720376400247025,-0.3437176479561923
Samoa,-0.22710367300887344,-1.492465245551215
Sao Tome and Principe,-0.22726198019262353,-0.7360697239815288
Saudi Arabia,0.10239357990433777,0.5715318584959211
Senegal,-0.22155398488176428,0.22897216314561833
Serbia,-0.15863236902571096,0.32322504714097056
Seychelles,-0.22705209550707098,2.2670289040962275
Sierra Leone,-0.22620272639941844,-0.4228677239387857
Singapore,-0.06516895674342525,1.2625678479839333
Slovakia,-0.15849295657034398,0.5584978340393902
Slovenia,-0.1753028814770949,0.3938573239383007
Solomon Islands,-0.2271692938898795,-1.304281779663024
South Africa,-0.01473037299439928,1.5756056066901338
Spain,0.6293319353918819,0.33408856268572934
Sri Lanka,-0.1956121611472243,0.878335714333221
Sudan,-0.22083624053737488,-1.1034615964326542
Suriname,-0.22714031346188654,1.0850407249378575
Sweden,0.058073313473084524,0.3619517327149033
Switzerland,0.0822562677959111,0.20395074514046002
Syria,-0.2198509059856144,-0.9397039616543645
Tajikistan,-0.22590398542363205,0.18239954230850638
Tanzania,-0.21235544383629978,-0.5892291885958695
Thailand,0.008752710375751559,1.8314152963714727
Timor-Leste,-0.22713252576978274,-0.05827844231082885
Togo,-0.22559030739905628,-1.097288251628085
Tonga,-0.22725138382467894,-1.4845369665296695
Trinidad and Tobago,-0.22396753109853446,0.5195271372223378
Tunisia,-0.15415687174059622,0.48200286711511425
Turkmenistan,-0.22703064743701457,-0.39637469097569383
Uganda,-0.21142870847594356,-1.217596426822601
Ukraine,-0.058718960342279435,0.647396507010193
United Arab Emirates,-0.14558006939260174,2.8609528691543917
United Kingdom,1.1206487488610715,0.24002560635663722
United States of America,5.611355268987534,-0.06543705649052982
Uruguay,-0.2138076569130393,0.7477785046144498
Uzbekistan,-0.19938459580257165,-0.2689810869092764
Vanuatu,-0.22712282307142384,-0.9820846057694631
Venezuela,-0.22077151332595452,-1.4059153651745326
Viet Nam,-0.09287462890594177,0.7885912718294107
Yemen,-0.2220103947058824,-1.9048386946924813
Zambia,-0.22291529899493118,-0.38269679409552776
Zimbabwe,-0.2201221985384119,-0.7118238411272417
